2,Harry Potter and the Order of the Phoenix (Harry Potter  #5),J.K. Rowling,4.49,439358078,9.78E+12,eng,870,2153167,29221,2004-09-01,Scholastic Inc.
3,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,439554896,9.78E+12,eng,352,6333,244,2003-11-01,Scholastic
4,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,043965548X,9.78E+12,eng,435,2339585,36325,2004-05-01,Scholastic Inc.
5,Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),J.K. Rowling,4.78,439682584,9.78E+12,eng,2690,41428,164,2012-09-04,Scholastic
6,"Unauthorized Harry Potter Book Seven News: ""Half-Blood Prince"" Analysis and Speculation",W. Frederick Zimmerman,3.74,976540606,9.78E+12,en-US,152,19,1,2005-04-26,Nimble Books
7,Harry Potter Collection (Harry Potter  #1-6),J.K. Rowling,4.73,439827604,9.78E+12,eng,3342,28242,808,2005-09-12,Scholastic
8,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,517226952,9.78E+12,eng,815,3628,254,2005-11-01,Gramercy Books
9,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,345453743,9.78E+12,eng,815,249558,4080,2002-04-30,Del Rey Books
10,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,1400052920,9.78E+12,eng,215,4930,460,2004-08-03,Crown
11,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams/Stephen Fry,4.22,739322206,9.78E+12,eng,6,1266,253,2005-03-23,Random House Audio
12,The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,517149257,9.78E+12,eng,815,2877,195,1996-01-17,Wings Books
13,A Short History of Nearly Everything,Bill Bryson,4.21,076790818X,9.78E+12,eng,544,248558,9396,2004-09-14,Broadway Books
14,Bill Bryson's African Diary,Bill Bryson,3.44,767915062,9.78E+12,eng,55,7270,499,2002-12-03,Broadway Books
15,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.87,767910435,9.78E+12,eng,256,2088,131,2004-09-14,Broadway Books
16,In a Sunburned Country,Bill Bryson,4.07,767903862,9.78E+12,eng,335,72451,4245,2001-05-15,Broadway Books
17,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,076790382X,9.78E+12,eng,304,49240,2211,2000-06-28,Broadway Books
18,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,60920084,9.78E+12,eng,299,45712,2257,1990-08-28,William Morrow Paperbacks
19,Neither Here nor There: Travels in Europe,Bill Bryson,3.86,380713802,9.78E+12,eng,254,48701,2238,1993-03-28,William Morrow Paperbacks
20,Notes from a Small Island,Bill Bryson,3.91,380727501,9.78E+12,eng,324,80609,3301,1997-05-28,William Morrow Paperbacks
21,The Mother Tongue: English and How It Got That Way,Bill Bryson,3.93,380715430,9.78E+12,eng,270,28489,2085,1991-09-28,William Morrow Paperbacks
22,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,345538374,9.78E+12,eng,1728,101233,1550,2012-09-25,Ballantine Books
23,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618517650,9.78E+12,eng,1184,1710,91,2004-10-21,Houghton Mifflin Harcourt
24,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,618346252,9.78E+12,eng,398,2128944,13670,2003-09-05,Houghton Mifflin Harcourt
25,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Alan  Lee,4.5,618260587,9.78E+12,en-US,1216,1618,140,2002-10-01,Houghton Mifflin Harcourt
26,The Lord of the Rings: Weapons and Warfare,Chris   Smith/Christopher  Lee/Richard Taylor,4.53,618391002,9.78E+12,eng,218,19822,46,2003-11-05,Houghton Mifflin Harcourt
27,The Lord of the Rings: Complete Visual Companion,Jude Fisher,4.5,618510826,9.78E+12,eng,224,359,6,2004-11-15,Houghton Mifflin Harcourt
28,Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,3.84,097669400X,9.78E+12,eng,558,1430,59,2005-07-28,Pragmatic Bookshelf
29,Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,689840926,9.78E+12,eng,208,270244,12017,2000-04-01,Atheneum Books for Young Readers: Richard Jackson Books
30,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,4,1557344493,9.78E+12,eng,48,36,2,1994-08-28,Teacher Created Resources
31,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.88,385326505,9.78E+12,eng,144,2067,334,2001-01-23,Delacorte Press
32,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606240,9.78E+12,eng,56,6,0,2003-06-10,Cherry Lane Music Company
33,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.45,1595580271,9.78E+12,en-US,228,99,16,2005-11-01,The New Press
34,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,3.76,1595962808,9.78E+12,eng,304,167,4,2005-11-01,Changeling Press
35,Changeling (Changeling  #1),Delia Sherman,3.6,670059676,9.78E+12,eng,256,978,111,2006-08-17,Viking Juvenile
36,The Changeling Sea,Patricia A. McKillip,4.06,141312629,9.78E+12,eng,137,4454,302,2003-04-14,Firebird
37,The Changeling,Zilpha Keatley Snyder,4.17,595321801,9.78E+12,eng,228,1176,96,2004-06-08,iUniverse
38,The Changeling,Kate Horsley,3.55,1590301943,9.78E+12,eng,339,301,43,2005-04-12,Shambhala
39,The Changeling (Daughters of England  #15),Philippa Carr,3.98,449146979,9.78E+12,eng,369,345,12,1990-08-28,Ivy Books
40,The Known World,Edward P. Jones,3.83,61159174,9.78E+12,eng,388,29686,2626,2006-08-29,Amistad
41,The Known World,Edward P. Jones/Kevin R. Free,3.83,006076273X,9.78E+12,en-US,14,55,12,2004-06-15,HarperAudio
42,The Known World,Edward P. Jones,3.83,60749911,9.78E+12,eng,576,22,3,2004-06-15,Harper
43,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,3.83,273704745,9.78E+12,eng,334,1456,82,2006-05-15,FT Press
45,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,374517193,9.78E+12,eng,416,562,37,1982-06-01,Farrar  Straus and Giroux
46,Uncommon Carriers,John McPhee,3.95,374280398,9.78E+12,en-US,248,1630,203,2006-05-16,Farrar Straus Giroux
47,Heirs of General Practice,John McPhee,4.17,374519749,9.78E+12,eng,128,268,22,1986-04-01,Farrar  Straus and Giroux
48,The Control of Nature,John McPhee,4.24,374522596,9.78E+12,en-US,288,3498,305,1990-09-01,Farrar  Straus and Giroux
49,Annals of the Former World,John McPhee,4.34,374518734,9.78E+12,eng,720,3115,228,1999-01-06,Farrar  Straus and Giroux
50,Coming Into the Country,John McPhee,4.22,374522871,9.78E+12,eng,448,5704,261,1991-04-01,Farrar  Straus and Giroux
51,La Place de la Concorde Suisse,John McPhee,3.92,374519323,9.78E+12,fre,160,698,52,1994-04-01,Farrar  Straus and Giroux
52,Giving Good Weight,John McPhee,4.23,374516006,9.78E+12,eng,288,542,36,1994-04-01,Farrar  Straus and Giroux
53,Rising from the Plains,John McPhee,4.23,374520658,9.78E+12,eng,208,1341,98,1987-11-01,Farrar  Straus and Giroux
54,The Heidi Chronicles,Wendy Wasserstein,3.75,822205106,9.78E+12,eng,81,1423,70,2002-03-01,Dramatists Play Service
55,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,679734996,9.78E+12,eng,249,2766,64,1991-07-02,Vintage
56,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9.78E+12,eng,138,31,1,2006-03-29,Routledge
57,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9.78E+12,en-US,128,62,4,2006-03-14,North Light Books
58,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,800793617,9.78E+12,eng,192,860,53,2003-09-01,Chosen Books
59,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,871202867,9.78E+12,en-US,108,77,2,1997-01-28,Association for Supervision & Curriculum Development
60,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,753454947,9.78E+12,eng,352,153317,2257,2002-11-15,Kingfisher
61,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,871209993,9.78E+12,eng,192,55,5,2004-11-15,ASCD
62,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9.78E+12,eng,192,34,6,2003-04-28,Sovereign World
63,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,761129588,9.78E+12,eng,832,11797,659,2003-10-16,Workman Publishing Company
64,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,972016414,9.78E+12,eng,123,34,8,2004-05-10,One Hour Entertainment
65,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,3.78,1581805632,9.78E+12,en-US,128,78,4,2004-08-19,North Light Books
66,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,441294677,9.78E+12,eng,423,2785,166,1987-06-15,Ace Books
67,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,441102670,9.78E+12,eng,436,38778,568,1987-07-01,Ace Books
68,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,441172695,9.78E+12,eng,331,97494,2359,1987-07-15,Ace Books
69,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,765306476,9.78E+12,en-US,592,784,21,2004-07-01,Tor Books
70,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,399128980,9.78E+12,eng,480,272,20,1984-04-16,Putnam
71,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,765353709,9.78E+12,eng,426,4789,83,2006-08-29,Tor Science Fiction
72,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,441328008,9.78E+12,eng,471,45388,644,1987-08-15,Ace Books
73,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,618212906,9.78E+12,eng,192,26153,102,2002-06-12,Houghton Mifflin Harcourt
74,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9.78E+12,eng,544,69167,4551,1996-09-29,Ballantine Books
75,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,385732546,9.78E+12,eng,291,45,13,2005-09-13,Delacorte Books for Young Readers
76,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,785260056,9.78E+12,en-US,256,16,1,2004-11-01,Thomas Nelson
77,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.34,471780936,9.78E+12,eng,205,174,16,2006-05-19,Wiley
78,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,325001537,9.78E+12,eng,240,10,0,2000-02-07,Heinemann Drama
79,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9.78E+12,eng,336,76,9,2005-05-03,William Morrow Paperbacks
80,eBay for Dummies,Marsha Collier,3.5,470045299,9.78E+12,eng,386,111,9,2006-10-30,Wiley
81,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,72262788,9.78E+12,eng,260,24,0,2006-01-24,McGraw-Hill
82,Starting an eBay Business for Dummies,Marsha Collier,3.55,764569244,9.78E+12,eng,384,55,4,2004-09-17,Wiley
83,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,471933821,9.78E+12,eng,260,9,0,2006-06-06,Wiley
84,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,764559915,9.78E+12,en-US,391,22,1,2004-05-31,Wiley
85,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,764584383,9.78E+12,en-US,864,17,3,2005-04-25,Wiley
86,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,596523696,9.78E+12,eng,873,166,4,2006-07-29,O'Reilly Media
87,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,806523492,9.78E+12,eng,240,50,5,2005-05-03,Citadel
88,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,806525363,9.78E+12,eng,206,13,2,2005-05-03,Citadel
89,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,596527314,9.78E+12,eng,514,64,1,2007-01-01,O'Reilly Media
90,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,143035002,9.78E+12,eng,838,16643,1851,2004-05-31,Penguin Classics
91,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,451528611,9.78E+12,eng,960,109420,5696,2002-11-05,Signet
92,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,140449175,9.78E+12,eng,837,2904,309,2003-01-30,Penguin Books
93,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,822001837,9.78E+12,eng,80,16,3,1965-11-26,Cliffs Notes
94,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9.78E+12,eng,803,9564,726,2003-07-01,Barnes & Noble Classics
95,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,486437965,9.78E+12,eng,752,474,72,2004-11-23,Dover Publications
96,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9.78E+12,eng,803,303,48,2004-08-26,Barnes & Noble
97,Dinner with Anna Karenina,Gloria Goldreich,2.99,778322270,9.78E+12,eng,360,411,65,2006-01-28,Mira Books
98,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,521313252,9.78E+12,eng,128,1204,33,1987-11-26,Cambridge University Press
99,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,140183957,9.78E+12,eng,160,3429,279,1990-07-03,Penguin Books
100,The Untouchable,John Banville,3.95,679767479,9.78E+12,eng,367,2163,216,1998-06-30,Vintage
101,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9.78E+12,eng,256,613,31,1996-02-01,Buccaneer Books
102,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,743270797,9.78E+12,en-US,320,308,40,2005-09-27,Scribner
103,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,932863051,9.78E+12,eng,100,10,0,1995-01-28,Clarity Press
104,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,742508803,9.78E+12,eng,224,16,4,2000-12-20,Rowman & Littlefield Publishers
105,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,205358624,9.78E+12,eng,216,10,0,2003-09-22,Pearson
106,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4,1557344035,9.78E+12,eng,48,17,0,1991-09-28,Teacher Created Resources
107,Wrinkles in Time,George Smoot/Keay Davidson,4.01,380720442,9.78E+12,eng,360,1035,23,1994-10-01,Harper Perennial
108,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4,821925326,9.78E+12,eng,250,36,6,2002-05-01,EMC/Paradigm Publishing
109,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9.78E+12,eng,32,15,0,2002-01-01,Teaching Resources
110,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4,606105263,9.78E+12,spa,205,6,1,1984-06-01,Turtleback Books
111,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,751506435,9.78E+12,eng,367,376,17,1994-06-01,Little  Brown Book Group
112,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9.78E+12,eng,352,3086,237,2006-01-03,William Morrow
113,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,743499344,9.78E+12,en-US,320,352,44,2005-11-01,Atria Books
114,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,765313405,9.78E+12,eng,331,9852,633,2006-03-07,Tor Books
115,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9.78E+12,eng,244,821,78,2004-08-10,Vintage Crime/Black Lizard
116,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9.78E+12,eng,215,731,72,2005-03-08,Vintage Crime/Black Lizard
117,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9.78E+12,eng,191,2897,178,2004-08-10,Vintage Crime/Black Lizard
118,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,679732527,9.78E+12,eng,144,98,11,1990-10-03,Vintage
119,I am Charlotte Simmons,Tom Wolfe,3.42,312424442,9.78E+12,eng,738,20888,1688,2005-08-30,Picador USA
120,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,806930772,9.78E+12,eng,48,66,19,2001-10-01,Sterling
121,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,140366601,9.78E+12,eng,287,81,6,1996-10-03,Puffin
122,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,811201120,9.78E+12,eng,217,981,52,1964-02-01,New Directions Publishing
123,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9.78E+12,eng,154,3381,141,1994-01-13,Grove Press
125,Tropic of Capricorn,Henry Miller,3.78,802151825,9.78E+12,eng,348,14872,459,1994-01-13,Grove Press
126,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,802151787,9.78E+12,eng,316,3261,58,1994-01-13,Grove Press
127,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,802151809,9.78E+12,eng,506,7805,251,1994-01-12,Grove Press
128,The Air-Conditioned Nightmare,Henry Miller,3.83,811201066,9.78E+12,eng,292,2699,142,1970-01-17,New Directions
129,The Portrait of a Lady,Henry James/Patricia Crick,3.78,141439637,9.78E+12,eng,797,61640,1951,2003-09-30,Penguin Classics
130,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9.78E+12,eng,635,392,41,2004-01-16,Barnes  Noble Classics
131,Writing,Marguerite Duras,3.75,1571290532,9.78E+12,eng,91,778,44,1999-05-06,Brookline Books
132,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9.78E+12,eng,192,963,65,1994-08-01,The New Press
133,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,394743040,9.78E+12,en-US,181,2057,128,1986-03-12,Pantheon
134,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9.78E+12,eng,178,203,8,1999-07-01,One World (UK)
140,Treasure Island,Robert Louis Stevenson,3.83,753453800,9.78E+12,eng,311,318753,6734,2001-09-15,Kingfisher
141,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9.78E+12,en-US,213,420,42,2004-10-01,Sterling Children's Books
142,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9.78E+12,eng,245,5967,276,2005-06-01,Simon & Schuster
143,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,689854684,9.78E+12,eng,64,104,14,2003-07-01,Atheneum Books for Young Readers
144,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,517221144,9.78E+12,en-US,272,56,4,2002-09-03,Gramercy Books
145,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9.78E+12,eng,232,91,16,2006-01-31,Abdo Publishing Company
146,100 Years of Lynchings,Ralph Ginzburg,4.61,933121180,9.78E+12,eng,270,88,4,1996-11-22,Black Classic Press
148,On Beyond Zebra!,Dr. Seuss,4.04,394800842,9.78E+12,eng,64,2815,164,1955-09-12,Random House Books for Young Readers
149,The Wedding Clause,Debbie Raleigh,3.6,821778250,9.78E+12,eng,256,95,13,2005-06-07,Zebra
150,The Zebra Wall,Kevin Henkes,3.44,60733039,9.78E+12,eng,147,217,24,2005-02-15,Greenwillow Books
152,The Door Into Summer,Robert A. Heinlein,4.01,345413997,9.78E+12,eng,304,17232,649,1997-06-17,Del Rey
153,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9.78E+12,eng,528,251872,6241,1991-10-01,Ace
154,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,441748600,9.78E+12,en-US,434,10293,193,1988-06-01,Ace Books
155,Job: A Comedy of Justice,Robert A. Heinlein,3.78,345316509,9.78E+12,en-US,439,15970,438,1985-10-12,Del Rey
156,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,765314932,9.78E+12,eng,256,6898,200,2006-08-08,Tor Books
157,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,671742515,9.78E+12,en-US,307,67803,1401,1991-02-15,Pocket Books
158,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,345455290,9.78E+12,eng,298,22091,746,2005-04-26,Del Rey
159,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,345476514,9.78E+12,eng,368,2623,49,2005-12-27,Del Rey
160,Douglas Adams's Starship Titanic,Terry Jones,3.6,345368436,9.78E+12,eng,256,885,84,1998-10-27,Ballantine Books
161,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9.78E+12,eng,336,5,0,2003-07-01,Turtleback Books
162,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,573650969,9.78E+12,eng,72,100,13,2011-01-12,Samuel French  Inc.
163,On Bullshit,Harry G. Frankfurt,3.57,691122946,9.78E+12,eng,67,9358,995,2005-01-30,Princeton University Press
164,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9.78E+12,eng,347,9318,907,2005-09-12,W. W. Norton & Company
165,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,671867423,9.78E+12,en-US,317,120,15,1993-06-12,Simon & Schuster
166,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,395883970,9.78E+12,eng,32,5239,76,1998-02-02,HMH Books for Young Readers
167,Underworld,Don DeLillo,3.92,684848155,9.78E+12,eng,827,1505,175,1998-07-09,Scribner
168,Libra,Don DeLillo,3.99,140156046,9.78E+12,eng,480,11857,564,1991-05-01,Penguin
169,Americana,Don DeLillo,3.43,140119485,9.78E+12,eng,377,393,55,1989-07-06,Penguin Books
170,Running Dog,Don DeLillo,3.43,679722947,9.78E+12,eng,256,1356,72,1989-07-17,Vintage Contemporaries
171,Cosmopolis,Don DeLillo,3.22,743244257,9.78E+12,eng,224,460,41,2004-04-06,Scribner
172,Great Jones Street,Don DeLillo,3.48,140179178,9.78E+12,eng,272,2492,145,1994-01-01,Penguin Books
173,The Names,Don DeLillo,3.64,679722955,9.78E+12,eng,339,3100,212,1989-07-17,Vintage
174,Against the Day,Thomas Pynchon,4.13,159420120X,9.78E+12,eng,1085,5296,587,2006-11-21,Penguin Press
175,V.,Thomas Pynchon,3.96,60930217,9.78E+12,eng,547,1415,177,2005-07-05,Harper Perennial Modern Classics
176,The Crying of Lot 49,Thomas Pynchon,3.69,60931671,9.78E+12,eng,152,2161,230,1999-04-01,Harper Perennial
177,Gravity's Rainbow,Thomas Pynchon,4.01,140283382,9.78E+12,eng,784,762,213,2000-01-01,Penguin Books
178,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,312423209,9.78E+12,eng,773,8086,602,2004-01-03,Picador USA
179,Vineland,Thomas Pynchon,3.69,141180633,9.78E+12,en-US,385,702,69,1997-09-01,Penguin Classics
180,Gravity's Rainbow,Thomas Pynchon,4.01,143039946,9.78E+12,eng,776,29764,2164,2006-10-31,Penguin Books
181,Slow Learner: Early Stories,Thomas Pynchon,3.5,316724432,9.78E+12,eng,193,334,34,1985-04-30,Back Bay Books
182,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,140189300,9.78E+12,eng,352,2473,220,1996-08-29,Penguin Classics
183,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9.78E+12,en-US,227,2656,336,2005-10-04,Knopf Publishing Group
184,The White Album,Joan Didion,4.17,374522219,9.78E+12,eng,222,11889,738,1990-10-01,Farrar Straus Giroux
185,A Book of Common Prayer,Joan Didion,3.8,679754865,9.78E+12,eng,272,2962,255,1995-04-11,Vintage International
186,Where I Was From,Joan Didion,3.86,679752862,9.78E+12,eng,240,2842,292,2004-09-14,Vintage
187,Slouching Towards Bethlehem,Joan Didion,4.21,374521727,9.78E+12,eng,238,26934,1825,1990-10-01,Farrar Straus Giroux
188,Democracy,Joan Didion,3.81,679754857,9.78E+12,en-US,234,2070,169,1995-04-25,Vintage International
189,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,307264874,9.78E+12,eng,1122,1564,108,2006-10-17,Everyman's Library
190,Play It As It Lays,Joan Didion/David Thomson,3.87,374529949,9.78E+12,eng,231,23656,1706,2005-11-15,Farrar  Straus and Giroux
191,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,9.78E+12,eng,308,43200,1873,2006-03-28,Penguin Classics
192,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,9.78E+12,eng,203,12410,734,1987-04-07,Penguin Books
193,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9.78E+12,eng,96,3672,195,1987-07-07,Penguin Books
194,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,940650762,9.78E+12,eng,179,2998,164,1986-11-01,Sun and Moon Press
195,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,9.78E+12,eng,256,74,2,1995-01-01,Sky Books (NY)
196,The Brooklyn Follies,Paul Auster,3.84,312426232,9.78E+12,eng,306,17977,1157,2006-10-17,Picador
197,Moon Palace,Paul Auster,3.94,140115854,9.78E+12,eng,320,16099,503,1990-04-01,Penguin Books
198,The Music of Chance,Paul Auster,3.9,140154078,9.78E+12,en-US,217,361,36,1991-12-01,Penguin Books
199,Travels in the Scriptorium,Paul Auster,3.23,805081453,9.78E+12,eng,145,6688,562,2007-01-23,Henry Holt & Company
